0.03991763,0.038276248,-0.06562435,0.062286843,0.079278015,
-0.369428,-0.20213366,-0.08871429,-0.27586946,-0.1063857,
-0.09264097,-0.16704027,0.015620633,-0.065914765,-0.012114097,
-0.37043613,-0.12065791,-0.14277045,-0.23066702,-0.14615366,
0.08923345,-0.13212985,-0.13845082,-0.09701598,0.060642533,
0.068936095,-0.19715263,0.03260513,0.0028141094,0.07167573,
-0.37367985,-0.08090653,-0.11572269,-0.1486072,-0.14338426,
-0.294022,-0.2264088,-0.12622474,-0.1871019,-0.16834074,
-0.15020809,-0.035297167,-0.03802174,-0.11292005,-0.03890915,
0.08111923,0.269496,-0.12533124,0.05807292,0.18558854,
-0.1902213,-0.08149186,-0.13933793,-0.21077392,-0.07827895,
-0.21092512,-0.03692714,-0.060996987,-0.1916066,-0.107994504,
0.13698518,0.17519078,-0.014138409,0.15175107,-0.01191999,
-0.18957828,0.12225833,-0.067598425,-0.061768033,0.18495373,
-0.2672897,-0.05768256,-0.12595424,-0.04190929,-0.0056546708,
0.08486232,-0.06074882,-0.03787514,0.061988205,-0.04658494,
-0.3112915,-0.2427392,-0.083477475,-0.03347333,-0.025804212,
-0.30082121,-0.011202468,0.022121064,-0.12447762,-0.12065393,
0.023428941,0.12825204,0.09691352,-0.10864744,0.042730898,
-0.1589627,-0.071993485,-0.08355499,-0.0263039,-0.11173354,
-0.061086126,0.08341264,-0.03144207,0.046874415,-0.14351958,
-0.15161806,-0.13924757,0.09793818,-0.05710111,-0.11391329,
-0.2025271,-0.041286137,0.021554518,0.04738687,-0.03392096,
-0.030662455,0.058394436,-0.090007275,-0.01813106,0.008426673,
0.16542749,0.055161044,0.097952,0.17631216,-0.015337748,
-0.16325536,-0.07481267,0.021975446,-0.007112921,-0.034482326,
-0.0406454,0.05754232,-0.10595331,-0.064223886,-0.17674375,
0.18170494,0.15564847,-0.008302853,0.20961754,0.018753046,
-0.12521103,0.037367865,0.0069548837,-0.10832073,-0.058074463,
-0.15752947,-0.15784386,-0.041882463,0.05804864,-0.082814984,
-0.20974135,-0.0775881,0.00780447,0.097675726,-0.14380655,
0.15904687,0.11828841,0.036997672,-0.07700376,0.12473919,
-0.2407963,-0.06402513,-0.1847349,-0.017286949,-0.11546459,
-0.088262826,-0.07031946,-0.023117794,-0.12627043,0.11163092,
-0.24481933,0.10118467,0.011969773,0.035463683,0.08341953,
-0.13260569,-0.033131383,0.12500957,-0.09533739,-0.013988052,
0.013569595,0.03859241,-0.046888728,0.059501223,-0.0210049,
-0.13930912,-0.06568062,-0.15672386,-0.15710694,-0.063306175,
-0.019346394,-0.053221904,0.11746644,-0.065737545,-0.0013180854,
-0.13666685,0.0056701205,0.078408524,0.04113001,0.027930347,
-0.103398494,0.037264187,0.066305496,-0.05068092,-0.085777186,
-0.10554013,0.05005995,0.12669632,-0.012958881,-0.07915438,
-0.08788523,-0.06639824,-0.011027869,-0.11564181,-0.047219563,
0.0045758993,-0.12346738,0.06568951,0.054515786,0.106952384,
0.31881312,0.15145637,-0.14317699,0.17458412,-0.034723263,
-0.036766853,-0.11187621,-0.16044188,0.0007888711,-0.14683889,
-0.19006054,0.0151911015,0.061045222,0.0018037097,-0.09311268,
-0.086191446,-0.12124086,0.0014104908,0.08425802,-0.1522404,
-0.028812127,0.09560927,-0.07169028,-0.053222116,-0.19641195,
-0.093842305,0.04206006,0.008653791,0.06068317,0.15757987,
-0.18690251,0.025597524,0.07831216,0.016765054,0.035043567,
0.029571557,-0.15439528,0.0041439333,-0.053492196,-0.16954844,
-0.13691138,-0.01232692,-0.19840963,0.11205041,0.0066897604,
0.23887333,0.009485869,-0.017537404,-0.09662164,0.11415203,
-0.043516662,-0.11328486,-0.06936662,0.002380379,-0.10209946,
-0.036611974,0.075878374,-0.02501468,0.054354075,0.054559298,
0.18242073,-0.16574281,-0.19919568,0.09591101,0.06985348,
-0.14145376,-0.12284239,-0.071672015,-0.078783736,0.012460627,
-0.20255093,-0.035996664,0.0079148915,0.0076173167,0.068395205,
0.030303467,-0.11285456,-0.056951046,-0.12807949,-0.13845654,
-0.0021162922,0.008033853,0.08311279,0.034798674,0.10413865,
-0.084699094,-0.1415235,-0.06706715,-0.15047584,-0.01964267,
0.007979604,-0.06353385,0.018998582,0.14635207,-0.033668704,
0.13932145,0.09986904,-0.03895212,-0.035500363,-0.03796174,
-0.17726122,0.017190201,0.05366255,-0.106697455,-0.039388712,
0.15853858,-0.17182475,-0.050348457,0.032193255,-0.008393417,
0.24060129,-0.09597966,-0.15439211,-0.07155676,0.07498304,
0.101231374,-0.07492597,-0.025300056,0.02932062,-0.018419383,
-0.07967626,-0.092394754,0.035206288,-0.0013554554,-0.0702175,
-0.125886,0.028202128,-0.19093332,0.07055219,-0.013381132,
-0.13831915,-0.04426767,-0.050641887,-0.015870808,-0.11455769,
-0.1699766,-0.047391143,-0.1961544,0.06544658,-0.1708741,
0.25753856,0.04252948,-0.04144269,0.090788394,0.08579717,
-0.21767384,-0.143203,-0.025699113,-0.12615784,-0.043349672,
-0.106236175,0.17346591,-0.023951132,0.09506197,-0.10621063,
-0.17109402,-0.025025139,0.08914125,-0.20494696,0.0049853506,
-0.21319108,-0.10954144,-0.028925706,-0.07962274,-0.16598783,
0.13437562,0.034225456,-0.079162076,-0.15283047,-0.08757938,
-0.06604759,-0.057838555,0.016720437,-0.014001765,0.041954625,
0.099864,0.2113381,0.022268571,0.09500298,-0.04749551,
0.04282551,-0.0409985,-0.019960338,-0.15440834,0.05652015,
0.22818208,-0.049599934,-0.07092472,-0.14453803,-0.023585413,
0.39263704,0.21561311,0.22821726,-0.045846265,-0.0771165,
0.11831797,0.0063535357,-0.081447326,0.025856812,0.036445346,
0.14462245,-0.051170155,-0.04218526,-0.18254624,0.06079154,
-0.024601685,-0.10163931,0.10326376,0.0016865816,-0.20914324,
-0.084633924,0.19074798,0.006152993,-0.045328658,0.19437565,
-0.051302735,-0.015388873,-0.0047584446,-0.07550067,-0.0807171,
0.087421976,0.0011830105,-0.16956809,0.06294108,0.0665029,
0.09558048,-0.06344015,-0.11234406,0.12825195,0.04347419,
-0.16913399,0.008585171,0.012345967,-0.035833865,-0.14076746,
-0.044107925,-0.036339216,-0.0696216,0.04135975,0.057117645,
-0.12265756,-0.053181265,0.05387289,-0.018907078,-0.0064375424,
0.029329982,-0.20610373,-0.073903635,-0.055465885,-0.13359894,
0.1057168,0.007626722,0.05902909,0.0047997506,0.13013615,
0.062276397,-0.0464593,-0.071866035,-0.012207866,0.018508364,
-0.12742682,-0.14237337,-0.08770096,-0.045784265,-0.17904457,
-0.04993026,0.08130728,-0.12689407,0.058105767,-0.034678623,
-0.18235806,0.08610234,-0.016152747,0.022085374,0.114285834,
-0.02499279,-0.106038034,0.042743437,0.02938976,0.052971434,
-0.0155895045,-0.13233025,0.02852525,0.01052307,-0.053156305,
-0.032926142,0.03270599,-0.02856696,-0.056565028,0.1285429,
0.41526395,-0.048855744,0.18478236,0.15463272,0.23049885,
0.009745146,0.05128803,-0.10849427,-0.077049665,-0.11143457,
0.018252982,-0.13671245,-0.07276681,0.074810185,-0.09248344,
-0.07652049,0.017505364,-0.102264576,-0.11760869,0.018666042,
-0.06225675,0.0003339297,0.1459799,0.06516067,-0.023701137,
-0.05835421,0.1492094,0.0058445777,-0.1088007,0.051938288,
-0.12645704,-0.122317776,-0.099032514,0.034426857,-0.06881983,
-0.11507946,-0.034202088,0.04758894,-0.17379886,-0.12187695,
0.068222076,-0.02233717,-0.092358656,0.063383676,-0.036780443,
-0.09896229,-0.012994806,0.009946884,-0.072894186,-0.07981722,
0.30616286,0.11625245,0.00137132,0.25547388,-0.057598263,
0.021421004,0.06132022,-0.096312605,-0.11654231,-0.15572612,
-0.18837139,-0.046210557,0.026826415,-0.11780696,0.08677254,
0.1944686,-0.011144327,0.014534458,-0.014339694,0.089888304,
0.48004857,0.24179952,0.058770645,0.17936186,-0.024764642,
-0.0017181782,0.0012701047,-0.07514988,-0.04876745,0.04193774,
0.099669956,0.04805637,-0.13825549,-0.116418466,0.0539822,
0.053149648,-0.09941658,-0.008279672,-0.10391829,0.008807519,
-0.019786196,0.0072743483,-0.021896977,-0.00769247,-0.060730856,
0.015241038,0.014987668,0.096135214,-0.06035044,-0.043721154,
-0.032073714,-0.13663542,0.021401905,0.04551856,0.06457985,
